"","TituloI","TituloII","Keywords","Subject"
"3689","Distribucion de Tellidorella cristulata en el golfo de California","Clasificacion Taxonomica Completa de Tellidorella cristulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellidorella cristulata"
"3690","Distribucion de Tellina amianta en el golfo de California","Clasificacion Taxonomica Completa de Tellina amianta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina amianta"
"3691","Distribucion de Tellina brevirostris en el golfo de California","Clasificacion Taxonomica Completa de Tellina brevirostris","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina brevirostris"
"3692","Distribucion de Tellina carpenteri en el golfo de California","Clasificacion Taxonomica Completa de Tellina carpenteri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina arenica Hertlein & Strong, 1949; Angulus variegatus Carpenter, 1864","Tellina carpenteri"
"3693","Distribucion de Tellina cerrosiana en el golfo de California","Clasificacion Taxonomica Completa de Tellina cerrosiana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina cerrosiana"
"3694","Distribucion de Tellina coani en el golfo de California","Clasificacion Taxonomica Completa de Tellina coani","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina coani"
"3695","Distribucion de Tellina cumingii en el golfo de California","Clasificacion Taxonomica Completa de Tellina cumingii","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina cumingii"
"3696","Distribucion de Tellina delicatula en el golfo de California","Clasificacion Taxonomica Completa de Tellina delicatula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina delicatula"
"3697","Distribucion de Tellina eburnea en el golfo de California","Clasificacion Taxonomica Completa de Tellina eburnea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina panamensis Li, 1930; Tellina liana Hertlein & Strong, 1945; Tellina eburnea askoyana Hertlei","Tellina eburnea"
"3698","Distribucion de Tellina felix en el golfo de California","Clasificacion Taxonomica Completa de Tellina felix","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina felix"
"3699","Distribucion de Tellina guaymasensis en el golfo de California","Clasificacion Taxonomica Completa de Tellina guaymasensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina guaymasensis"
"3700","Distribucion de Tellina hiberna en el golfo de California","Clasificacion Taxonomica Completa de Tellina hiberna","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina donacilla Carpenter, 1857; Tellina tabogensis Salsisbury, 1934","Tellina hiberna"
"3701","Distribucion de Tellina inaequistrata en el golfo de California","Clasificacion Taxonomica Completa de Tellina inaequistrata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina gemma Gould, 1853; Tellina leucogonia Dall, 1900","Tellina inaequistrata"
"3702","Distribucion de Tellina insculpta en el golfo de California","Clasificacion Taxonomica Completa de Tellina insculpta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina insculpta"
"3703","Distribucion de Tellina lyra en el golfo de California","Clasificacion Taxonomica Completa de Tellina lyra","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina lyra"
"3704","Distribucion de Tellina lyrica en el golfo de California","Clasificacion Taxonomica Completa de Tellina lyrica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina lyrica"
"3705","Distribucion de Tellina mantaensis en el golfo de California","Clasificacion Taxonomica Completa de Tellina mantaensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina mantaensis"
"3706","Distribucion de Tellina mcneilii en el golfo de California","Clasificacion Taxonomica Completa de Tellina mcneilii","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina mcneilii"
"3707","Distribucion de Tellina meropsis en el golfo de California","Clasificacion Taxonomica Completa de Tellina meropsis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina paziana Dall, 1900; Angulus gouldii Carpenter, 1864","Tellina meropsis"
"3708","Distribucion de Tellina ochracea en el golfo de California","Clasificacion Taxonomica Completa de Tellina ochracea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina ochracea"
"3709","Distribucion de Tellina pacifica en el golfo de California","Clasificacion Taxonomica Completa de Tellina pacifica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina pacifica"
"3710","Distribucion de Tellina pristiphora en el golfo de California","Clasificacion Taxonomica Completa de Tellina pristiphora","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina pristiphora"
"3711","Distribucion de Tellina prora en el golfo de California","Clasificacion Taxonomica Completa de Tellina prora","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina prora"
"3712","Distribucion de Tellina purpurea en el golfo de California","Clasificacion Taxonomica Completa de Tellina purpurea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellinides purpureus; Tellina broderipii Carpenter, 1857","Tellina purpurea"
"3713","Distribucion de Tellina reclusa en el golfo de California","Clasificacion Taxonomica Completa de Tellina reclusa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina reclusa"
"3714","Distribucion de Tellina recurvata en el golfo de California","Clasificacion Taxonomica Completa de Tellina recurvata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina recurvata"
"3715","Distribucion de Tellina rhynchoscuta en el golfo de California","Clasificacion Taxonomica Completa de Tellina rhynchoscuta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Merisca rhynchoscuta","Tellina rhynchoscuta"
"3716","Distribucion de Tellina simulans en el golfo de California","Clasificacion Taxonomica Completa de Tellina simulans","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina simulans"
"3717","Distribucion de Tellina subtrigona en el golfo de California","Clasificacion Taxonomica Completa de Tellina subtrigona","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina erythrunotus Pilsbry & Lowe, 1932; Tellina puellula Salisbury, 1934","Tellina subtrigona"
"3718","Distribucion de Tellina suffusa en el golfo de California","Clasificacion Taxonomica Completa de Tellina suffusa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina suffusus","Tellina suffusa"
"3719","Distribucion de Tellina ulloana en el golfo de California","Clasificacion Taxonomica Completa de Tellina ulloana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina declivis Sowerby, 1868","Tellina ulloana"
"3720","Distribucion de Tellina virgo en el golfo de California","Clasificacion Taxonomica Completa de Tellina virgo","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina virgo"
"3721","Distribucion de Tellina zacae en el golfo de California","Clasificacion Taxonomica Completa de Tellina zacae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Tellina zacae"
"3722","Distribucion de Temnoconcha cognata en el golfo de California","Clasificacion Taxonomica Completa de Temnoconcha cognata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tellina cognata; Psammobia casta Reeve, 1857; Tellina tenuilineata Li, 1930","Temnoconcha cognata"
"3723","Distribucion de Tenaturris concinna en el golfo de California","Clasificacion Taxonomica Completa de Tenaturris concinna","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pleurotoma concinna; Cithara sinuata Carpenter, 1856","Tenaturris concinna"
"3724","Distribucion de Tenaturris merita en el golfo de California","Clasificacion Taxonomica Completa de Tenaturris merita","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Clavatula merita; Cithara fusconotata Carpenter, 1864; Cytharella nereis Pilsbry & Lowe, 1932","Tenaturris merita"
"3725","Distribucion de Tenaturris verdensis en el golfo de California","Clasificacion Taxonomica Completa de Tenaturris verdensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cytharella verdensis; Cytharella burchi Hertlein & Strong, 1951","Tenaturris verdensis"
"3726","Distribucion de Terebra affinis en el golfo de California","Clasificacion Taxonomica Completa de Terebra affinis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Terebra striata Quoy & Gaimard, 1833; T. Pertusa Sowerby (pars) Kiener, 1839; T. Puncticulata Deshay","Terebra affinis"
"3727","Distribucion de Terebra allyni en el golfo de California","Clasificacion Taxonomica Completa de Terebra allyni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra allyni"
"3728","Distribucion de Terebra argosya en el golfo de California","Clasificacion Taxonomica Completa de Terebra argosya","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra argosya"
"3729","Distribucion de Terebra armillata en el golfo de California","Clasificacion Taxonomica Completa de Terebra armillata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Terebra albocincta Carpenter, 1857","Terebra armillata"
"3730","Distribucion de Terebra berryi en el golfo de California","Clasificacion Taxonomica Completa de Terebra berryi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra berryi"
"3731","Distribucion de Terebra brandi en el golfo de California","Clasificacion Taxonomica Completa de Terebra brandi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra brandi"
"3732","Distribucion de Terebra bridgesi en el golfo de California","Clasificacion Taxonomica Completa de Terebra bridgesi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion T. dushanae Campbell, 1964","Terebra bridgesi"
"3733","Distribucion de Terebra churea en el golfo de California","Clasificacion Taxonomica Completa de Terebra churea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra churea"
"3734","Distribucion de Terebra corintoensis en el golfo de California","Clasificacion Taxonomica Completa de Terebra corintoensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra corintoensis"
"3735","Distribucion de Terebra crenifera en el golfo de California","Clasificacion Taxonomica Completa de Terebra crenifera","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion T. ligyrus Pilsbry & Lowe, 1932","Terebra crenifera"
"3736","Distribucion de Terebra elata en el golfo de California","Clasificacion Taxonomica Completa de Terebra elata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Terebra montijoensis Pilsbry & Lowe 1932","Terebra elata"
"3737","Distribucion de Terebra formosa en el golfo de California","Clasificacion Taxonomica Completa de Terebra formosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Galeomma formosa; T. incomparabilis Deshayes, 1859; T. pachyzona M?rch, 1860","Terebra formosa"
"3738","Distribucion de Terebra glauca en el golfo de California","Clasificacion Taxonomica Completa de Terebra glauca","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion T. aspera His, 1844 (not Bosc, 1801); T. radula His, 1844 (not Gravenhorst, 1807); T. dorothyae","Terebra glauca"
"3739","Distribucion de Terebra hancocki en el golfo de California","Clasificacion Taxonomica Completa de Terebra hancocki","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra hancocki"
"3740","Distribucion de Terebra intertincta en el golfo de California","Clasificacion Taxonomica Completa de Terebra intertincta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Terebra hisii Carpenter, 1857; T. malonei Vanatta, 1925; T. rufocinerea (Carpenter, 1857)","Terebra intertincta"
"3741","Distribucion de Terebra iola en el golfo de California","Clasificacion Taxonomica Completa de Terebra iola","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Terebra iola"
"3742","Distribucion de Terebra larvaeformis en el golfo de California","Clasificacion Taxonomica Completa de Terebra larvaeformis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion T. isopleura Pilsbry & Lowe, 1932; T. brunneocincta Pilsbry & Lowe, 1932","Terebra larvaeformis"
