MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty
596,"Áreas de importancia para la conservación de las aves, 2015",area; importance; birds; Conservacion; regionalization,CIPAMEX,CONABIO,1,Pajaros,National,,,2012,2012,1,Shapefile,Year,Georeferenced,"Áreas de importancia para la conservación de las aves, 2015",Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2015,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
597,Priority Hidrologic Regions,regionalization; biotics; regions; hidrologics; priorities,"L., V. Aguilar y J. Alcocer.",CONABIO,1,Cuerspos de Agua,National,,,2002,2002,1,Shapefile,Year,Georeferenced,Regiones Hidrológicas Prioritarias,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2002,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
598,Priority Marine Regions,Regiones Marinas Prioritarias de Mexico,CONABIO,CONABIO,1,Region Marina,National,,,2008,2008,1,Shapefile,Year,Georeferenced,Regiones Marinas Prioritarias de México,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2002,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
599,Priority Marine Regions for Biodiversity Conservation,Priority ;Marine; Regions; Biodiversidad; Conservacion; Area,CONABIO; CONANP; TNC; ProNAtura,CONABIO; CONANP; TNC; ProNAtura,1,Region Marina,National,,,2009,2009,1,Shapefile,Year,Georeferenced,Sitios prioritarios marinos para la conservación de la biodiversidad,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2002,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
600,RAMSAR Sites in Mexico,Conservacion; map; ramsar; site; mangrove,CONANP,CONANP,1,Manglar,National,,,2014,2016,3,Shapefile,Year,Georeferenced,"Sitios RAMSAR de México 2014, 2015 y 2016 (Subsetted database)",Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
601,Zoonification of the Protected Area of the Terminos Lagoon,Terminos; lagoon; Conservacion; protected area; zoonificationfauna; flor,EPOMEX-UAC,EPOMEX-UAC,1,Terminos,Atlantic,Yucatan Peninsula,"Laguna de Terminos, Campeche",2000,2000,1,Shapefile,Year,Georeferenced,"Zoonificacion del Area de Proteccion de Flora y Fauna de la Laguna de Terminos, Campeche",Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
602,Marine Geomorphology,Topography; ocean bed; borderland;continent; platform,"Lugo-Hubp, Jose; Cordova, Carlos-FerNAndez, Arteaga",CONABIO,1,Oceano,National,,,1990,1990,1,Shapefile,Year,Georeferenced,Geomorfología Marina,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
603,Geomorphology of Xcalak national Park,Topography; Xcalak; reef; Caribbean; depth,"HerNAndez H., et al",CONABIO,1,Xcalak,Atlantic,Yucatan Peninsula,Xcalak,2010,2010,1,Shapefile,Year,Georeferenced,Mapa de Batimetría del Parque nacional Arrecifes de Xcalak,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2010,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
604,Network of Weather Observatories,Climatologia; clima; GPS; estacion,CONABIO,CONABIO,1,Estaciones,National,,,1999,1999,1,Shapefile,Year,Georeferenced,Red de Observatorios Climatológicos,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
605,Mangrroves of Benito Juarez Municipality ,vegetation; mangrove ,"Argeomática, S.A. de C.V.","Argeomática, S.A. de C.V.",1,Manglar ,Atlantic,Yucatan Peninsula,Benito Juarez,2004,2004,1,Shapefile,Year,Georeferenced,Manglares aislados en el municipio Benito Juárez,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2010,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
606,Exclusive Economic Zone (EEZ) ,mapa; zona economica exclusiva; EEZ,CONABIO,CONABIO,1,EEZ,National,,,2011,2011,1,Shapefile,Year,Georeferenced,Zona Economica Exclusiva de Mexico. Limimte nacional 1:250000,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2011,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
607,Human Population Information,Social; poblacion; indice social; ,CONABIO,CONABIO,1,Comunidad,National,,,,,,Shapefile,,Georeferenced,Varias bases de datos,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
608,Changes in mangroove surface 1981-2005),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,1981,2005,,Shapefile,Year,Georeferenced,Cambios de la superficie de los manglares en México (1981-2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
609,Changes in mangroove surface (2005-2010),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,2005,2010,,Shapefile,Year,Georeferenced,Cambios de la superficie de los manglares en México (2005-2010),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
610,Changes in mangroove surface (2010-2015),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,1970,1981,,Shapefile,Year,Georeferenced,Cambios de la superficie de los manglares en México (2010-2015),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
611,Mangroove distribution between (1970-1981),Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico entre 1970-1981,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
612,Mangroove distribution in 2005,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico en 2005,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
613,Mangroove distribution in 2010,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico en 2010,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
614,Mangroove distribution in 2015,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico en 2015,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
615,Disturbed Mangroove distribution in 2015,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo; Perturbado,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico en 2015,Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
616,Changes in the landscape associated with mangrooves in the Gulf of Mexico  (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Golfo de México (1981 - 2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
617,Changes in the landscape associated with mangrooves in the Gulf of Mexico (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Golfo de México (2005-2010),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
618,Changes in the landscape associated with mangrooves in the Gulf of Mexico  (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Golfo de México (2010-2015),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
619,Changes in the landscape associated with mangrooves in the Central Pacific (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Central Pacific (Jalisco; Colima; Michoacan),1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Centro (1981 - 2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
620,Changes in the landscape associated with mangrooves in the Central Pacific 2005 - 2010),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Central Pacific (Jalisco; Colima; Michoacan),2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Centro  (2005-2010),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
621,Changes in the landscape associated with mangrooves in the Central Pacific (2010 - 2015),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,South Pacific,Central Pacific (Jalisco; Colima; Michoacan),2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Centro  (2010-2015),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
622,Changes in the landscape associated with mangrooves in the North Pacific (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,North Pacific (nayarit; Sinaloa; Sonora; BCS; BC),1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Norte (1981 - 2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
623,Changes in the landscape associated with mangrooves in the North Pacific (2005 - 2010),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,North Pacific (nayarit; Sinaloa; Sonora; BCS; BC),2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Norte  (2005-2010),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
624,Changes in the landscape associated with mangrooves in the North Pacific (2010 - 2015),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of California,North Pacific (nayarit; Sinaloa; Sonora; BCS; BC),2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Norte  (2010-2015),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
625,Changes in the landscape associated with mangrooves in the South Pacific (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific (Guerrero; Oaxaca; Chiapas),1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Sur (1981 - 2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
626,Changes in the landscape associated with mangrooves in the South Pacific (2005 - 2010),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific (Guerrero; Oaxaca; Chiapas),2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Sur  (2005-2010),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
627,Changes in the landscape associated with mangrooves in the South Pacific (2010 - 2015),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific (Guerrero; Oaxaca; Chiapas),2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Pacifico Sur  (2010-2015),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
628,Changes in the landscape associated with mangrooves in the Yucatan Peninsula (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Peninsula de Yucatan (1981 - 2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
629,Changes in the landscape associated with mangrooves in the Yucatan Peninsula (2005 - 2010),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Peninsula de Yucatan(2005-2010),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
630,Changes in the landscape associated with mangrooves in the Yucatan Peninsula (2010 - 2015),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Región Peninsula de Yucatan(2010-2015),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
631,Changes in the coastal landscape associated with mangrooves (1981 - 2005),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de México  (1981 - 2005),Catálogo de metadatos geográficos. Comisión nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,
